bank,review,sentiment_label,sentiment_score,identified_theme
Dashen Bank,"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",positive,0.945,"Customer Support, Feature Requests"
Dashen Bank,"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",positive,0.7089,Customer Support
Dashen Bank,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",positive,0.9412,UI/UX
Dashen Bank,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",positive,0.7892,"Transaction Performance, Feature Requests"
Dashen Bank,the chat banking and unique and only app that alow money request!!,neutral,0.0,Feature Requests
Dashen Bank,Better and inclusive app!,positive,0.4926,Other
Dashen Bank,Amazing Application,positive,0.5859,Other
Dashen Bank,It keep my time to pay my bills and I generate my satment easily,positive,0.25,Other
Dashen Bank,"It's an amazing app that is up-to-date with the times, wow wow",positive,0.9081,Other
Dashen Bank,A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,positive,0.6486,Feature Requests
Dashen Bank,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",positive,0.7717,Other
Dashen Bank,"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",positive,0.5859,Other
Dashen Bank,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",positive,0.9682,"UI/UX, Customer Support, Feature Requests"
Dashen Bank,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",positive,0.6239,"Customer Support, Feature Requests"
Dashen Bank,"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",positive,0.8221,"Account Access Issues, Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,positive,0.765,Other
Dashen Bank,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",positive,0.8553,Other
Dashen Bank,it's a hestorical app. in the bank industry.,neutral,0.0,Other
Dashen Bank,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",positive,0.8718,Other
Dashen Bank,"easy &,simple to use",positive,0.4404,UI/UX
Dashen Bank,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",positive,0.9427,Other
Dashen Bank,"All in one, that is it 👌",neutral,0.0,Other
Dashen Bank,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",positive,0.7178,Other
Dashen Bank,very easy and flexible app.,positive,0.6549,UI/UX
Dashen Bank,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",positive,0.8748,"UI/UX, Feature Requests"
Dashen Bank,dashen super app is simple faster and reliable.,positive,0.5994,Other
Dashen Bank,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",positive,0.9557,UI/UX
Dashen Bank,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",positive,0.9097,Other
Dashen Bank,this app is the most simply to use and secure safe i love it to use for any bank transaction,positive,0.8591,Transaction Performance
Dashen Bank,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",positive,0.7269,UI/UX
Dashen Bank,An app with High performance and advanced features!,positive,0.3164,Feature Requests
Dashen Bank,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",positive,0.9207,"UI/UX, Feature Requests"
Dashen Bank,"Good actually , but it have to WORK when developer option is on 🙏",positive,0.2382,Feature Requests
Dashen Bank,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",neutral,0.0,Other
Dashen Bank,I appreciate that Dashen Bank takes lifestyle services into account.,positive,0.4019,Other
Dashen Bank,keep it up!,neutral,0.0,Other
Dashen Bank,amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,positive,0.9216,Other
Dashen Bank,very comfortable app keep it,positive,0.5563,Other
Dashen Bank,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,positive,0.8771,"UI/UX, Customer Support"
Dashen Bank,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",positive,0.8449,"Account Access Issues, Feature Requests"
Dashen Bank,easiness to use with fast response time,positive,0.3818,Customer Support
Dashen Bank,"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",positive,0.9455,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",positive,0.9536,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",positive,0.9467,"UI/UX, Feature Requests"
Dashen Bank,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,positive,0.8955,Other
Dashen Bank,"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",positive,0.9846,"UI/UX, Feature Requests"
Dashen Bank,A fantastic product!! keep the good work.,positive,0.7955,Other
Dashen Bank,"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",positive,0.923,Feature Requests
Dashen Bank,"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",positive,0.9493,"Transaction Performance, UI/UX"
Dashen Bank,Dashen supper App is the most useful app for our customers,positive,0.4927,Other
Dashen Bank,it is the most amazing mobile app,positive,0.624,Other
Dashen Bank,A Good and fast supper app thanks for dashen bank,positive,0.7003,Other
Dashen Bank,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",positive,0.9798,"Transaction Performance, Customer Support, Feature Requests"
Dashen Bank,Too best,positive,0.6369,Other
Dashen Bank,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",positive,0.5994,UI/UX
Dashen Bank,To join digital world use supper app and make your life easy,positive,0.6249,UI/UX
Dashen Bank,best mobile banking application,positive,0.6369,Other
Dashen Bank,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",positive,0.9771,"UI/UX, Feature Requests"
Dashen Bank,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,positive,0.6997,Other
Dashen Bank,this is what we expect to get service Dashen Bank always like his slogan,positive,0.3612,Other
Dashen Bank,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",positive,0.9647,Transaction Performance
Dashen Bank,Dashen Super App gives me an amazing convenience and makes life easy.,positive,0.891,UI/UX
Dashen Bank,excellent mobile banking app,positive,0.5719,Other
Dashen Bank,Wow! like his name Super App...,positive,0.8883,Other
Dashen Bank,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,positive,0.6323,Other
Dashen Bank,convenient and fast,neutral,0.0,Other
Dashen Bank,Best- in-class app.,positive,0.6369,Other
Dashen Bank,I really like this amazing application and Dashen Supper app that has made my life easier.,positive,0.8866,Other
Dashen Bank,Superb,positive,0.6249,Other
Dashen Bank,"amazing features, faster and easy to use",positive,0.7717,"UI/UX, Feature Requests"
Dashen Bank,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",positive,0.5994,Other
Dashen Bank,Best App!,positive,0.6696,Other
Dashen Bank,I love it. one of the best mobile banking app in the banking industry,positive,0.8555,Other
Dashen Bank,I love this app,positive,0.6369,Other
Dashen Bank,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,positive,0.1027,Other
Dashen Bank,waw no idea the best app.,positive,0.4588,Other
Dashen Bank,fast best app,positive,0.6369,Other
Dashen Bank,Nice App,positive,0.4215,Other
Dashen Bank,nice app ever,positive,0.4215,Other
Dashen Bank,very disappointing app. Closes frequently and unstable in function,negative,-0.7178,Other
Dashen Bank,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",negative,-0.8014,Other
Dashen Bank,nic app,neutral,0.0,Other
Dashen Bank,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",positive,0.7818,Other
Dashen Bank,So far so good! their in person customer service is amazing 👏,positive,0.8467,Other
Dashen Bank,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,neutral,0.0,Other
Dashen Bank,ምርጫዬ ነው,neutral,0.0,Other
Dashen Bank,It's bad for the connection and too many days are it that not working,negative,-0.5423,Other
Dashen Bank,it's samart,neutral,0.0,Other
Dashen Bank,"The app is not working properly, I have been using it.",neutral,0.0,Other
Dashen Bank,it is very good app,positive,0.4927,Other
Dashen Bank,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",positive,0.9022,"Transaction Performance, Customer Support"
Dashen Bank,slow cumbersome,neutral,0.0,Other
Dashen Bank,Is really 💀,neutral,0.0,Other
Dashen Bank,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,positive,0.6522,Other
Dashen Bank,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",negative,-0.679,"Account Access Issues, Transaction Performance, Feature Requests"
Dashen Bank,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",neutral,0.0276,Account Access Issues
Dashen Bank,proud by dashen bank,positive,0.4767,Other
Dashen Bank,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,neutral,0.0,Other
Dashen Bank,real super up,positive,0.5994,Other
Dashen Bank,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,negative,-0.5413,Other
Dashen Bank,why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,negative,-0.4019,Other
Dashen Bank,perfect,positive,0.5719,Other
Dashen Bank,why does it ask me for both pin and opt even the opt is touch let alone both,negative,-0.25,Other
Dashen Bank,it is best app easy to use,positive,0.7964,UI/UX
Dashen Bank,It is very easy to use and powerful application.,positive,0.7178,UI/UX
Dashen Bank,this apps have a good feature but but some features like developer mode turn off irritate user,positive,0.128,Feature Requests
Dashen Bank,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",positive,0.5267,"Account Access Issues, Transaction Performance"
Dashen Bank,wallahi very fantastic Bank,positive,0.5984,Other
Dashen Bank,"Waw, It's amazing app. thank you Dashen Bank.",positive,0.743,Other
Dashen Bank,nice app,positive,0.4215,Other
Dashen Bank,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",positive,0.9744,"Transaction Performance, UI/UX, Customer Support, Feature Requests"
Dashen Bank,Very good app that like it too. B/c it is very fast and easy to use.,positive,0.8341,UI/UX
Dashen Bank,best experiences,positive,0.6369,Other
Dashen Bank,too slow to use.,neutral,0.0,Other
Dashen Bank,the worst app in the market only good ui,negative,-0.296,Other
Dashen Bank,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,neutral,0.0,Other
Dashen Bank,thanks for all digital transaction,positive,0.4404,Transaction Performance
Dashen Bank,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",negative,-0.7803,Customer Support
Dashen Bank,it's Be Come Busy &not working good,positive,0.4404,Other
Dashen Bank,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,positive,0.7906,Feature Requests
Dashen Bank,"best ever digital banking sector essay for understanding ,smart and convince for using",positive,0.836,Other
Dashen Bank,good and latest,positive,0.4404,Other
Dashen Bank,The best App of all,positive,0.6369,Other
Dashen Bank,Worst app ever,negative,-0.6249,Other
Dashen Bank,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",negative,-0.8068,"Transaction Performance, UI/UX"
Dashen Bank,Naiycapp,neutral,0.0,Other
Dashen Bank,The app is good but it has no USSD option,negative,-0.2144,Feature Requests
Dashen Bank,Hey great,positive,0.6249,Other
Dashen Bank,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,positive,0.886,Feature Requests
Dashen Bank,The app is good but it ask update every week so tiring,positive,0.2382,Other
Dashen Bank,It good and easy to use,positive,0.7003,UI/UX
Dashen Bank,በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,neutral,0.0,Other
Dashen Bank,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",positive,0.8648,"Transaction Performance, Feature Requests"
Dashen Bank,Excellent,positive,0.5719,Other
Dashen Bank,Wow Excellent app,positive,0.8176,Other
Dashen Bank,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,positive,0.2263,Transaction Performance
Dashen Bank,Add the option to send money to any telebirr account like amole does.,positive,0.3612,Feature Requests
Dashen Bank,It's best,positive,0.6369,Other
Dashen Bank,no one dashen yichlal,negative,-0.296,Other
Dashen Bank,In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,positive,0.8011,Other
Dashen Bank,The speed is too slow. Need some improvements.,positive,0.3182,Other
Dashen Bank,good app,positive,0.4404,Other
Dashen Bank,Fantastic app,positive,0.5574,Other
Dashen Bank,I wish dark mode feature is add as an option but it's good app,positive,0.6908,Feature Requests
Dashen Bank,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",positive,0.969,Transaction Performance
Dashen Bank,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",positive,0.9393,"Transaction Performance, UI/UX"
Dashen Bank,ከጰነጨየጠ,neutral,0.0,Other
Dashen Bank,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",negative,-0.2788,Feature Requests
Dashen Bank,Excellent app,positive,0.5719,Other
Dashen Bank,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,neutral,0.0,Other
Dashen Bank,No good,positive,0.1779,Other
Dashen Bank,Wow amazing app,positive,0.8225,Other
Dashen Bank,best platform... Please avoid otp,positive,0.6486,Other
Dashen Bank,Super smart app.,positive,0.765,Other
Dashen Bank,best 👍👍,positive,0.6369,Other
Dashen Bank,I don't know what happens but the application is not send verification pass code you should fix that,neutral,0.0,Other
Dashen Bank,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,positive,0.3612,Other
Dashen Bank,"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",positive,0.9053,UI/UX
Dashen Bank,Amazing and user friendly supper app and looking forward the additional features,positive,0.7906,"UI/UX, Feature Requests"
Dashen Bank,it's amazing app i have seen ever,positive,0.5859,Other
Dashen Bank,One star deducted for not to able to transfer to telebirr.,neutral,0.0,Transaction Performance
Dashen Bank,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,neutral,0.0,Other
Dashen Bank,ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,neutral,0.0,Other
Dashen Bank,Keep up the good work and pleas add water and electric utility payment,positive,0.4404,"Transaction Performance, Feature Requests"
Dashen Bank,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,negative,-0.3182,"Transaction Performance, Feature Requests"
Dashen Bank,"Simple, Fast and Easy ⭐⭐⭐🎉",positive,0.4404,Other
Dashen Bank,"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",negative,-0.5053,Other
Dashen Bank,Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,neutral,0.0,Other
Dashen Bank,It doesn't work,neutral,0.0,Other
Dashen Bank,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",positive,0.9558,"Transaction Performance, UI/UX"
Dashen Bank,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",positive,0.9079,UI/UX
Dashen Bank,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,neutral,0.0,Other
Dashen Bank,"Good app, bad security",positive,0.2023,Other
Dashen Bank,On Transaction page only show sent Transaction. Try to include received transaction.,neutral,0.0,Transaction Performance
Dashen Bank,Wonderful Application 😍,positive,0.5719,Other
Dashen Bank,I loved it,positive,0.5994,Other
Dashen Bank,አሁን ገና አንድ እርምጃ ቀደማችው,neutral,0.0,Other
Dashen Bank,I am so thankful for having this best app Dashen one step ahead,positive,0.8748,Other
Dashen Bank,Not good this app,negative,-0.3412,Other
Dashen Bank,Best app,positive,0.6369,Other
Dashen Bank,Excellent app ever but it needs improvement on speed and transaction lists,positive,0.7469,Transaction Performance
Dashen Bank,Perfect,positive,0.5719,Other
Dashen Bank,"It does not work functional ,",neutral,0.0,Other
Dashen Bank,all of dashen bank customers use the application it is good to use,positive,0.4404,Other
Dashen Bank,Gret experience,neutral,0.0,Other
Dashen Bank,All good we need more,positive,0.4404,Other
Dashen Bank,"Dashen super app is easy to use, fast and robust",positive,0.8481,UI/UX
Dashen Bank,it was amazing app.....thank you dashen bank....,positive,0.5859,Other
Dashen Bank,Dashen bank super app for easy life.,positive,0.7783,UI/UX
Dashen Bank,Excellent UI/UX and beyond Banking services👍👍,positive,0.5719,Other
Dashen Bank,Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,positive,0.0772,Feature Requests
Dashen Bank,Just Wow,positive,0.5859,Other
Dashen Bank,mobile banking to the next level,neutral,0.0,Other
Dashen Bank,The first 3 star review is me,neutral,0.0,Other
Dashen Bank,Is not working,neutral,0.0,Other
Dashen Bank,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",positive,0.8217,"UI/UX, Feature Requests"
Dashen Bank,V good ❗️,positive,0.4404,Other
Dashen Bank,"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",positive,0.9279,"UI/UX, Feature Requests"
Dashen Bank,I only see white page,neutral,0.0,Other
Dashen Bank,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,positive,0.8842,Other
Dashen Bank,Amizing Application 😍,neutral,0.0,Other
Dashen Bank,Fastest and easy to use,positive,0.4404,UI/UX
Dashen Bank,ስም ብቻ 😏,neutral,0.0,Other
Dashen Bank,Exellent app with exellent banking system and exellent bank ever,neutral,0.0,Other
Dashen Bank,Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,positive,0.4682,"Transaction Performance, Feature Requests"
Dashen Bank,Needs some improvement,positive,0.4588,Other
Dashen Bank,Amazing,positive,0.5859,Other
Dashen Bank,Amazing super app,positive,0.8271,Other
Dashen Bank,I hope it will be better than amole,positive,0.7003,Other
Dashen Bank,Wly Super App ilove it ❤️ 😍 💖 💕,positive,0.5994,Other
Dashen Bank,Dashen yichalal. Ewnetem one step a head,neutral,0.0,Other
Dashen Bank,It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,positive,0.9662,Account Access Issues
Dashen Bank,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",positive,0.7955,Other
Dashen Bank,“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,neutral,0.0,Other
Dashen Bank,Pro max,neutral,0.0,Other
Dashen Bank,The most good app and easy,positive,0.7264,UI/UX
Dashen Bank,"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",positive,0.9115,UI/UX
Dashen Bank,Proud to be dashen family . Shout out to the serial entrepreneur 👏,positive,0.4767,Other
Dashen Bank,First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,neutral,0.0,Other
Dashen Bank,Best app.,positive,0.6369,Other
Dashen Bank,Better Move to catch the competition up👍,positive,0.4404,Other
Dashen Bank,"Great job my home, my bank.",positive,0.6249,Other
Dashen Bank,Always one step ahead! What a masterpiece.,positive,0.6588,Other
Dashen Bank,Great App Well done Dashen Bank,positive,0.7351,Other
Dashen Bank,Great!,positive,0.6588,Other
Dashen Bank,"I love it but it has bugs during confirmation of password! So, please make it functional",positive,0.7416,Account Access Issues
Dashen Bank,Always one step forward,neutral,0.0,Other
Dashen Bank,"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",positive,0.7896,Transaction Performance
Dashen Bank,Small size with vast features and functionalities.,neutral,0.0,Feature Requests
Dashen Bank,Amazing app 👏 👌 Dashen bank one step a head,positive,0.5859,Other
Dashen Bank,"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",positive,0.9481,Feature Requests
Dashen Bank,Dashen Bank Always One Step Ahead!,neutral,0.0,Other
Dashen Bank,U can't create account,negative,-0.2057,Other
Dashen Bank,Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,positive,0.8777,UI/UX
Dashen Bank,We will see it,neutral,0.0,Other
Dashen Bank,Always one step a head!,neutral,0.0,Other
Dashen Bank,"A lightweight,catchy and smooth app",neutral,0.0,Other
Dashen Bank,Very impressive interface with best security feature and user friendly app.,positive,0.9245,"UI/UX, Feature Requests"
Dashen Bank,It is so far so good it has a unique features than telebirr good job Dashen,positive,0.8459,Feature Requests
Dashen Bank,"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",positive,0.946,Customer Support
Dashen Bank,This is My Bank!,neutral,0.0,Other
Dashen Bank,"Truly, db => AlwaysOneStepAhead !!",positive,0.5399,Other
Dashen Bank,ALWAYS ONE STEP AHEAD,neutral,0.0,Other
Dashen Bank,Well developed,positive,0.2732,Other
Dashen Bank,oh nice!!! i wish it's very nice app,positive,0.8472,Other
Dashen Bank,Really the app looks like amazing. I can't wait to activate in the morning.,positive,0.743,Other
Dashen Bank,Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,positive,0.936,Other
Dashen Bank,Wow Dashen Super App 🚀🚀,positive,0.8271,Other
Dashen Bank,All in One,neutral,0.0,Other
Dashen Bank,The best Banking app I have ever seen,positive,0.6369,Other
Dashen Bank,It looks good and simple to use,positive,0.4404,Other
Dashen Bank,App That makes Difference!,neutral,0.0,Other
Dashen Bank,Faster and userfriendly,neutral,0.0,Other
Dashen Bank,"Waw Great and innovated,user friendly, always one step ahead",positive,0.8074,UI/UX
Dashen Bank,It's Best waww 🙏,positive,0.6369,Other
Dashen Bank,Always one step ahead,neutral,0.0,Other
Dashen Bank,"Like Me, I Hope It Works Better Than Before.",positive,0.8074,Other
